"","number","player","yr","pos","ht","b_t","app","gs","era","ip","cg","h","r","er","bb","so","sho","bf","p_oab","x2b_a","x3b_a","bk","hr_a","wp","hb","ibb","inh_run","inh_run_score","sha","sfa","pitches","go","fo","w","l","sv","kl","pickoffs","AB","BAA","team_id","year","flyout_perc","groundout_perc","k_perc","bb_perc","obp","x1b_a","ops"
"1736","Hits-AB vs rhb","Allen Hinckley","So","P","6-3","R/R",0,0,0,34.1,0,38,0,0,16,33,0,165,138,10,2,0,1,3,11,0,0,0,0,0,NA,37,26,0,0,0,13,0,138,0.27536231884058,596984,2025,0.412698412698413,0.587301587301587,0.2,0.096969696969697,0.393939393939394,25,0.792490118577075
"1737","29","Will Lally","So","P","5-10","R/R",2,2,5.79,4.2,0,6,4,3,1,4,0,22,20,1,0,0,0,0,1,0,0,0,0,0,64,4,5,0,0,0,2,0,20,0.3,596984,2025,0.555555555555556,0.444444444444444,0.181818181818182,0.0454545454545455,0.363636363636364,5,0.713636363636364
"1738","Succ-Opp against Leadoff Batter","Will Lally","So","P","5-10","R/R",0,0,0,1.1,0,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,4,0,596984,2025,0.333333333333333,0.666666666666667,0.2,0.2,0.2,0,0.2
"1739","Hits-AB with runners ob","Will Lally","So","P","5-10","R/R",0,0,0,2,0,4,0,0,0,2,0,11,10,1,0,0,0,0,1,0,0,0,0,0,NA,2,1,0,0,0,2,0,10,0.4,596984,2025,0.333333333333333,0.666666666666667,0.181818181818182,0,0.454545454545455,3,0.954545454545455
"1740","Hits-AB vs lhb","Will Lally","So","P","5-10","R/R",0,0,0,0.2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,0,0,0,0,3,0.333333333333333,596984,2025,0.5,0.5,0,0,0.5,1,0.833333333333333
"1741","Hits-AB w2outs","Will Lally","So","P","5-10","R/R",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,596984,2025,NA,NA,NA,NA,NA,0,NA
"1742","Bases Empty","Will Lally","So","P","5-10","R/R",0,0,0,2.2,0,2,0,0,1,2,0,12,11,0,0,0,0,0,0,0,0,0,0,0,NA,2,4,0,0,0,0,0,11,0.181818181818182,596984,2025,0.666666666666667,0.333333333333333,0.166666666666667,0.0833333333333333,0.25,2,0.431818181818182
"1743","H-AB scorepos","Will Lally","So","P","5-10","R/R",0,0,0,1,0,3,0,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,1,0,6,0.5,596984,2025,0.5,0.5,0.166666666666667,0,0.5,2,1.16666666666667
"1744","H-AB scorepos2","Will Lally","So","P","5-10","R/R",0,0,0,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,596984,2025,0,1,0,0,0,0,0
"1745","H-AB runners2","Will Lally","So","P","5-10","R/R",0,0,0,0.2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,0,2,0,596984,2025,0,1,0,0,0,0,0
"1746","H-AB bases loaded","Will Lally","So","P","5-10","R/R",0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2,1,596984,2025,NA,NA,0,0,1,1,2.5
"1747","Hits-AB vs rhb","Will Lally","So","P","5-10","R/R",0,0,0,4,0,5,0,0,1,4,0,19,18,1,0,0,0,0,0,0,0,0,0,0,NA,3,4,0,0,0,2,0,18,0.277777777777778,596984,2025,0.571428571428571,0.428571428571429,0.210526315789474,0.0526315789473684,0.31578947368421,4,0.649122807017544
"1748","54","Chris Critchley","So","P","-","R/R",5,0,19.8,5,0,15,12,11,3,3,0,34,29,2,0,0,1,2,2,0,0,0,0,0,114,4,6,0,0,0,2,0,29,0.517241379310345,596984,2025,0.6,0.4,0.0882352941176471,0.0882352941176471,0.588235294117647,12,1.27789046653144
"1749","Succ-Opp against Leadoff Batter","Chris Critchley","So","P","-","R/R",0,0,0,1.2,0,1,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,NA,2,2,0,0,0,0,0,6,0.166666666666667,596984,2025,0.5,0.5,0.142857142857143,0.142857142857143,0.285714285714286,1,0.452380952380952
"1750","Hits-AB with runners ob","Chris Critchley","So","P","-","R/R",0,0,0,3,0,9,0,0,2,2,0,20,17,2,0,0,0,2,1,0,0,0,0,0,NA,2,3,0,0,0,2,0,17,0.529411764705882,596984,2025,0.6,0.4,0.1,0.1,0.6,7,1.24705882352941
"1751","Hits-AB vs lhb","Chris Critchley","So","P","-","R/R",0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,596984,2025,NA,NA,0,0.333333333333333,1,1,2
"1752","Hits-AB w2outs","Chris Critchley","So","P","-","R/R",0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,Inf,596984,2025,NA,NA,NA,NA,Inf,1,Inf
"1753","Bases Empty","Chris Critchley","So","P","-","R/R",0,0,0,2,0,6,0,0,1,1,0,14,12,0,0,0,1,0,1,0,0,0,0,0,NA,2,3,0,0,0,0,0,12,0.5,596984,2025,0.6,0.4,0.0714285714285714,0.0714285714285714,0.571428571428571,5,1.32142857142857
"1754","H-AB scorepos","Chris Critchley","So","P","-","R/R",0,0,0,1.2,0,6,0,0,2,1,0,14,11,2,0,0,0,0,1,0,0,0,0,0,NA,0,3,0,0,0,1,0,11,0.545454545454545,596984,2025,1,0,0.0714285714285714,0.142857142857143,0.642857142857143,4,1.37012987012987
"1755","H-AB scorepos2","Chris Critchley","So","P","-","R/R",0,0,0,0.1,0,1,0,0,0,0,0,4,3,1,0,0,0,0,1,0,0,0,0,0,NA,0,1,0,0,0,0,0,3,0.333333333333333,596984,2025,1,0,0,0,0.5,0,1.16666666666667
"1756","H-AB runners2","Chris Critchley","So","P","-","R/R",0,0,0,0.2,0,1,0,0,0,0,0,5,4,1,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,0,0,0,0,4,0.25,596984,2025,0.5,0.5,0,0,0.4,0,0.9
"1757","H-AB bases loaded","Chris Critchley","So","P","-","R/R",0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,596984,2025,NA,NA,0,0,1,0,3
"1758","Hits-AB vs rhb","Chris Critchley","So","P","-","R/R",0,0,0,5,0,14,0,0,2,3,0,31,28,2,0,0,1,1,1,0,0,0,0,0,NA,4,6,0,0,0,2,0,28,0.5,596984,2025,0.6,0.4,0.0967741935483871,0.0645161290322581,0.548387096774194,11,1.22695852534562
"1759","55","John Brzezicki","So","P","-","R/R",16,0,4.05,13.1,0,5,6,6,10,9,0,55,42,1,0,0,0,3,2,1,0,0,0,1,195,10,18,0,0,2,0,0,41,0.121951219512195,596984,2025,0.642857142857143,0.357142857142857,0.163636363636364,0.181818181818182,0.314814814814815,4,0.461156278229449
"1760","Succ-Opp against Leadoff Batter","John Brzezicki","So","P","-","R/R",0,0,0,3,0,1,0,0,0,2,0,11,10,0,0,0,0,0,1,0,0,0,0,0,NA,5,2,0,0,0,0,0,10,0.1,596984,2025,0.285714285714286,0.714285714285714,0.181818181818182,0,0.181818181818182,1,0.281818181818182
"1761","Hits-AB with runners ob","John Brzezicki","So","P","-","R/R",0,0,0,6,0,2,0,0,8,3,0,28,19,0,0,0,0,3,1,1,0,0,0,0,NA,2,10,0,0,0,0,0,18,0.111111111111111,596984,2025,0.833333333333333,0.166666666666667,0.107142857142857,0.285714285714286,0.407407407407407,2,0.518518518518518
"1762","Hits-AB vs lhb","John Brzezicki","So","P","-","R/R",0,0,0,0.1,0,1,0,0,2,0,0,5,2,1,0,0,0,0,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,2,0.5,596984,2025,0,1,0,0.4,0.8,0,1.8
"1763","Hits-AB w2outs","John Brzezicki","So","P","-","R/R",0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,Inf,596984,2025,NA,NA,NA,NA,Inf,1,Inf
"1764","Bases Empty","John Brzezicki","So","P","-","R/R",0,0,0,7.1,0,3,0,0,2,6,0,28,25,1,0,0,0,0,1,0,0,0,0,0,NA,8,8,0,0,0,0,0,25,0.12,596984,2025,0.5,0.5,0.214285714285714,0.0714285714285714,0.214285714285714,2,0.374285714285714
"1765","H-AB scorepos","John Brzezicki","So","P","-","R/R",0,0,0,3.1,0,2,0,0,8,3,0,20,12,0,0,0,0,2,0,1,0,0,0,0,NA,0,7,0,0,0,0,0,11,0.181818181818182,596984,2025,1,0,0.15,0.4,0.526315789473684,2,0.708133971291866
"1766","H-AB scorepos2","John Brzezicki","So","P","-","R/R",0,0,0,2,0,0,0,0,2,1,0,8,6,0,0,0,0,1,0,1,0,0,0,0,NA,0,5,0,0,0,0,0,5,0,596984,2025,1,0,0.125,0.25,0.285714285714286,0,0.285714285714286
"1767","H-AB runners2","John Brzezicki","So","P","-","R/R",0,0,0,2.2,0,0,0,0,2,1,0,10,8,0,0,0,0,1,0,1,0,0,0,0,NA,0,7,0,0,0,0,0,7,0,596984,2025,1,0,0.1,0.2,0.222222222222222,0,0.222222222222222
"1768","H-AB bases loaded","John Brzezicki","So","P","-","R/R",0,0,0,1.1,0,1,0,0,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,3,0,0,0,0,0,5,0.2,596984,2025,1,0,0.166666666666667,0.166666666666667,0.333333333333333,1,0.533333333333333
"1769","Hits-AB vs rhb","John Brzezicki","So","P","-","R/R",0,0,0,13,0,4,0,0,8,9,0,51,42,0,0,0,0,3,1,1,0,0,0,0,NA,9,18,0,0,0,0,0,41,0.0975609756097561,596984,2025,0.666666666666667,0.333333333333333,0.176470588235294,0.156862745098039,0.26,4,0.357560975609756
"1770","31","Blake Alley","Fr","INF","5-10","R/R",2,0,27,1,0,1,3,3,4,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,45,1,2,0,0,0,0,0,4,0.25,596984,2025,0.666666666666667,0.333333333333333,0,0.5,0.625,0,1.125
"1771","Succ-Opp against Leadoff Batter","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0.2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,2,0,596984,2025,0.5,0.5,0,0,0,0,0
"1772","Hits-AB with runners ob","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0.1,0,1,0,0,2,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,2,0.5,596984,2025,1,0,0,0.5,0.75,0,1.75
"1773","Hits-AB vs lhb","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0.1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,2,0.5,596984,2025,1,0,0,0,0.5,0,1.5
"1774","Bases Empty","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0.2,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,2,0,596984,2025,0.5,0.5,0,0.5,0.5,0,0.5
"1775","H-AB scorepos","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0.1,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,0,596984,2025,1,0,0,0.666666666666667,0.666666666666667,0,0.666666666666667
"1776","H-AB scorepos2","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0,0,0,0,0,2,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,596984,2025,NA,NA,0,1,1,0,NA
"1777","H-AB runners2","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0,0,0,0,0,2,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,596984,2025,NA,NA,0,1,1,0,NA
"1778","Hits-AB vs rhb","Blake Alley","Fr","INF","5-10","R/R",0,0,0,0.2,0,0,0,0,4,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,2,0,596984,2025,0.5,0.5,0,0.666666666666667,0.666666666666667,0,0.666666666666667
"1779","43","Ashton Hammond","Fr","P","-","R/R",5,1,9.53,5.2,0,11,6,6,3,7,0,31,28,1,0,0,2,1,0,0,0,0,0,0,113,4,6,0,1,0,5,0,28,0.392857142857143,596984,2025,0.6,0.4,0.225806451612903,0.0967741935483871,0.451612903225806,8,1.09447004608295
"1780","Succ-Opp against Leadoff Batter","Ashton Hammond","Fr","P","-","R/R",0,0,0,1,0,2,0,0,0,2,0,5,5,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,0,0,0,2,0,5,0.4,596984,2025,1,0,0.4,0,0.4,1,1.4
"1781","Hits-AB with runners ob","Ashton Hammond","Fr","P","-","R/R",0,0,0,2.1,0,8,0,0,2,3,0,17,15,1,0,0,1,1,0,0,0,0,0,0,NA,3,1,0,0,0,2,0,15,0.533333333333333,596984,2025,0.25,0.75,0.176470588235294,0.117647058823529,0.588235294117647,6,1.38823529411765
"1782","Hits-AB vs lhb","Ashton Hammond","Fr","P","-","R/R",0,0,0,0.2,0,5,0,0,0,0,0,7,7,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,7,0.714285714285714,596984,2025,0.5,0.5,0,0,0.714285714285714,4,1.85714285714286
"1783","Hits-AB w2outs","Ashton Hammond","Fr","P","-","R/R",0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,Inf,596984,2025,NA,NA,NA,NA,Inf,5,Inf
"1784","Bases Empty","Ashton Hammond","Fr","P","-","R/R",0,0,0,3.1,0,3,0,0,1,4,0,14,13,0,0,0,1,0,0,0,0,0,0,0,NA,1,5,0,0,0,3,0,13,0.230769230769231,596984,2025,0.833333333333333,0.166666666666667,0.285714285714286,0.0714285714285714,0.285714285714286,2,0.747252747252747
"1785","H-AB scorepos","Ashton Hammond","Fr","P","-","R/R",0,0,0,1.1,0,6,0,0,1,2,0,11,10,1,0,0,0,1,0,0,0,0,0,0,NA,1,1,0,0,0,2,0,10,0.6,596984,2025,0.5,0.5,0.181818181818182,0.0909090909090909,0.636363636363636,5,1.33636363636364
"1786","H-AB scorepos2","Ashton Hammond","Fr","P","-","R/R",0,0,0,1,0,2,0,0,1,2,0,6,5,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,2,0,5,0.4,596984,2025,0,1,0.333333333333333,0.166666666666667,0.5,1,1.1
"1787","H-AB runners2","Ashton Hammond","Fr","P","-","R/R",0,0,0,1,0,4,0,0,2,2,0,9,7,1,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,2,0,7,0.571428571428571,596984,2025,0,1,0.222222222222222,0.222222222222222,0.666666666666667,2,1.80952380952381
"1788","H-AB bases loaded","Ashton Hammond","Fr","P","-","R/R",0,0,0,0.2,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,4,0.5,596984,2025,0.5,0.5,0,0,0.5,2,1
"1789","Hits-AB vs rhb","Ashton Hammond","Fr","P","-","R/R",0,0,0,5,0,6,0,0,3,7,0,24,21,1,0,0,1,1,0,0,0,0,0,0,NA,3,5,0,0,0,5,0,21,0.285714285714286,596984,2025,0.625,0.375,0.291666666666667,0.125,0.375,4,0.851190476190476
"1790","46","Tim Hudson","Fr","P","-","R/R",9,4,6.35,17,0,19,14,12,15,8,0,86,65,4,1,0,2,1,3,0,0,0,0,3,296,14,25,1,2,0,1,1,65,0.292307692307692,596984,2025,0.641025641025641,0.358974358974359,0.0930232558139535,0.174418604651163,0.430232558139535,12,0.907155635062612
"1791","Succ-Opp against Leadoff Batter","Tim Hudson","Fr","P","-","R/R",0,0,0,3.2,0,6,0,0,1,4,0,19,17,1,1,0,1,0,1,0,0,0,0,0,NA,5,2,0,0,0,0,0,17,0.352941176470588,596984,2025,0.285714285714286,0.714285714285714,0.210526315789474,0.0526315789473684,0.421052631578947,3,1.12693498452012
"1792","Hits-AB with runners ob","Tim Hudson","Fr","P","-","R/R",0,0,0,9.1,0,8,0,0,9,3,0,47,37,3,0,0,1,1,1,0,0,0,0,0,NA,6,15,0,0,0,1,0,37,0.216216216216216,596984,2025,0.714285714285714,0.285714285714286,0.0638297872340425,0.191489361702128,0.382978723404255,4,0.761357101782634
"1793","Hits-AB vs lhb","Tim Hudson","Fr","P","-","R/R",0,0,0,1,0,0,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,3,0,596984,2025,0,1,0.2,0.4,0.4,0,0.4
"1794","Hits-AB w2outs","Tim Hudson","Fr","P","-","R/R",0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,Inf,596984,2025,NA,NA,NA,NA,Inf,4,Inf
"1795","Bases Empty","Tim Hudson","Fr","P","-","R/R",0,0,0,7.2,0,11,0,0,6,5,0,42,34,1,1,0,1,0,2,0,0,0,0,0,NA,8,10,0,0,0,0,0,34,0.323529411764706,596984,2025,0.555555555555556,0.444444444444444,0.119047619047619,0.142857142857143,0.452380952380952,8,0.952380952380952
"1796","H-AB scorepos","Tim Hudson","Fr","P","-","R/R",0,0,0,5.2,0,7,0,0,5,2,0,30,24,2,0,0,1,1,1,0,0,0,0,0,NA,4,9,0,0,0,0,0,24,0.291666666666667,596984,2025,0.692307692307692,0.307692307692308,0.0666666666666667,0.166666666666667,0.433333333333333,4,0.933333333333333
"1797","H-AB scorepos2","Tim Hudson","Fr","P","-","R/R",0,0,0,2,0,2,0,0,2,1,0,9,7,1,0,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,7,0.285714285714286,596984,2025,0.333333333333333,0.666666666666667,0.111111111111111,0.222222222222222,0.444444444444444,1,0.873015873015873
"1798","H-AB runners2","Tim Hudson","Fr","P","-","R/R",0,0,0,4,0,2,0,0,3,2,0,16,13,1,0,0,0,0,0,0,0,0,0,0,NA,2,4,0,0,0,1,0,13,0.153846153846154,596984,2025,0.666666666666667,0.333333333333333,0.125,0.1875,0.3125,1,0.543269230769231
"1799","H-AB bases loaded","Tim Hudson","Fr","P","-","R/R",0,0,0,0.2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,0,0,0,0,3,0.333333333333333,596984,2025,1,0,0,0,0.333333333333333,1,0.666666666666667
"1800","Hits-AB vs rhb","Tim Hudson","Fr","P","-","R/R",0,0,0,15.1,0,16,0,0,12,6,0,78,63,3,1,0,2,1,3,0,0,0,0,0,NA,12,25,0,0,0,0,0,63,0.253968253968254,596984,2025,0.675675675675676,0.324324324324324,0.0769230769230769,0.153846153846154,0.397435897435897,10,0.826007326007326
"1801","48","Dalton Holbrook","Fr","P","-","R/R",11,5,5.23,31,1,39,20,18,9,24,0,144,124,4,0,0,1,0,8,0,0,0,0,3,486,27,36,2,1,0,6,0,124,0.314516129032258,596984,2025,0.571428571428571,0.428571428571429,0.166666666666667,0.0625,0.388888888888889,34,0.759856630824373
"1802","Succ-Opp against Leadoff Batter","Dalton Holbrook","Fr","P","-","R/R",0,0,0,3.2,0,16,0,0,4,3,0,34,27,2,0,0,0,0,3,0,0,0,0,0,NA,2,6,0,0,0,0,0,27,0.592592592592593,596984,2025,0.75,0.25,0.0882352941176471,0.117647058823529,0.676470588235294,14,1.34313725490196
"1803","Hits-AB with runners ob","Dalton Holbrook","Fr","P","-","R/R",0,0,0,20.1,0,18,0,0,3,13,0,83,75,1,0,0,1,0,5,0,0,0,0,0,NA,19,22,0,0,0,5,0,75,0.24,596984,2025,0.536585365853659,0.463414634146341,0.156626506024096,0.036144578313253,0.313253012048193,16,0.606586345381526
"1804","Hits-AB vs lhb","Dalton Holbrook","Fr","P","-","R/R",0,0,0,7,0,10,0,0,1,8,0,33,29,0,0,0,0,0,3,0,0,0,0,0,NA,5,5,0,0,0,2,0,29,0.344827586206897,596984,2025,0.5,0.5,0.242424242424242,0.0303030303030303,0.424242424242424,10,0.769070010449321
"1805","Hits-AB w2outs","Dalton Holbrook","Fr","P","-","R/R",0,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,Inf,596984,2025,NA,NA,NA,NA,Inf,10,Inf
"1806","Bases Empty","Dalton Holbrook","Fr","P","-","R/R",0,0,0,10.2,0,21,0,0,6,11,0,62,53,3,0,0,0,0,3,0,0,0,0,0,NA,7,14,0,0,0,1,0,53,0.39622641509434,596984,2025,0.666666666666667,0.333333333333333,0.17741935483871,0.0967741935483871,0.483870967741935,18,0.936701156421181
"1807","H-AB scorepos","Dalton Holbrook","Fr","P","-","R/R",0,0,0,9.2,0,10,0,0,2,6,0,41,38,0,0,0,0,0,1,0,0,0,0,0,NA,10,11,0,0,0,3,0,38,0.263157894736842,596984,2025,0.523809523809524,0.476190476190476,0.146341463414634,0.048780487804878,0.317073170731707,10,0.580231065468549
"1808","H-AB scorepos2","Dalton Holbrook","Fr","P","-","R/R",0,0,0,3,0,5,0,0,2,2,0,17,15,0,0,0,0,0,0,0,0,0,0,0,NA,2,5,0,0,0,1,0,15,0.333333333333333,596984,2025,0.714285714285714,0.285714285714286,0.117647058823529,0.117647058823529,0.411764705882353,5,0.745098039215686
"1809","H-AB runners2","Dalton Holbrook","Fr","P","-","R/R",0,0,0,5.1,0,6,0,0,3,4,0,27,23,0,0,0,0,0,1,0,0,0,0,0,NA,4,8,0,0,0,1,0,23,0.260869565217391,596984,2025,0.666666666666667,0.333333333333333,0.148148148148148,0.111111111111111,0.37037037037037,6,0.631239935587762
"1810","H-AB bases loaded","Dalton Holbrook","Fr","P","-","R/R",0,0,0,1.2,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,NA,1,3,0,0,0,0,0,5,0.2,596984,2025,0.75,0.25,0,0,0.2,1,0.4
"1811","Hits-AB vs rhb","Dalton Holbrook","Fr","P","-","R/R",0,0,0,24,0,28,0,0,7,16,0,109,98,4,0,0,1,0,4,0,0,0,0,0,NA,21,31,0,0,0,4,0,98,0.285714285714286,596984,2025,0.596153846153846,0.403846153846154,0.146788990825688,0.0642201834862385,0.357798165137615,23,0.714941022280472
"1812","50","Andrew Csordos","Fr","P","-","R/R",8,0,14.09,7.2,0,9,13,12,6,8,0,39,28,1,0,0,1,2,4,0,0,0,1,0,150,6,6,0,1,0,2,0,28,0.321428571428571,596984,2025,0.5,0.5,0.205128205128205,0.153846153846154,0.5,7,0.964285714285714
"1813","Succ-Opp against Leadoff Batter","Andrew Csordos","Fr","P","-","R/R",0,0,0,1,0,3,0,0,1,2,0,9,6,1,0,0,0,0,2,0,0,0,0,0,NA,0,1,0,0,0,1,0,6,0.5,596984,2025,1,0,0.222222222222222,0.111111111111111,0.666666666666667,2,1.33333333333333
"1814","Hits-AB with runners ob","Andrew Csordos","Fr","P","-","R/R",0,0,0,5.1,0,5,0,0,4,3,0,24,17,0,0,0,1,2,2,0,0,0,0,0,NA,6,4,0,0,0,0,0,18,0.277777777777778,596984,2025,0.4,0.6,0.125,0.166666666666667,0.458333333333333,4,0.902777777777778
"1815","Hits-AB vs lhb","Andrew Csordos","Fr","P","-","R/R",0,0,0,0.1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,NA,0,1,0,0,0,0,0,2,0.5,596984,2025,1,0,0,0,0.666666666666667,1,1.16666666666667
"1816","Hits-AB w2outs","Andrew Csordos","Fr","P","-","R/R",0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,Inf,596984,2025,NA,NA,NA,NA,Inf,3,Inf
"1817","Bases Empty","Andrew Csordos","Fr","P","-","R/R",0,0,0,2.1,0,4,0,0,2,5,0,15,11,1,0,0,0,0,2,0,0,0,0,0,NA,0,2,0,0,0,2,0,11,0.363636363636364,596984,2025,1,0,0.333333333333333,0.133333333333333,0.533333333333333,3,0.987878787878788
"1818","H-AB scorepos","Andrew Csordos","Fr","P","-","R/R",0,0,0,4.1,0,3,0,0,4,2,0,18,13,0,0,0,0,0,1,0,0,0,0,0,NA,5,3,0,0,0,0,0,13,0.230769230769231,596984,2025,0.375,0.625,0.111111111111111,0.222222222222222,0.444444444444444,3,0.675213675213675
"1819","H-AB scorepos2","Andrew Csordos","Fr","P","-","R/R",0,0,0,0.2,0,1,0,0,2,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,NA,0,2,0,0,0,0,0,3,0.333333333333333,596984,2025,1,0,0,0.333333333333333,0.666666666666667,1,1
"1820","H-AB runners2","Andrew Csordos","Fr","P","-","R/R",0,0,0,1,0,2,0,0,2,1,0,8,5,0,0,0,1,0,1,0,0,0,0,0,NA,0,2,0,0,0,0,0,5,0.4,596984,2025,1,0,0.125,0.25,0.625,1,1.625
"1821","H-AB bases loaded","Andrew Csordos","Fr","P","-","R/R",0,0,0,0.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,596984,2025,0,1,0,0,0,0,0
"1822","Hits-AB vs rhb","Andrew Csordos","Fr","P","-","R/R",0,0,0,6.1,0,7,0,0,6,8,0,33,23,0,0,0,1,2,3,0,0,0,0,0,NA,5,4,0,0,0,2,0,24,0.291666666666667,596984,2025,0.444444444444444,0.555555555555556,0.242424242424242,0.181818181818182,0.484848484848485,6,0.901515151515152
"1823","52","Josh Warming","Fr","OF","-","R/R",6,0,8.53,6.1,0,10,6,6,4,3,0,33,27,3,0,0,0,0,2,0,0,0,0,0,87,5,9,0,0,0,1,0,27,0.37037037037037,596984,2025,0.642857142857143,0.357142857142857,0.0909090909090909,0.121212121212121,0.484848484848485,7,0.966329966329966
"1824","Succ-Opp against Leadoff Batter","Josh Warming","Fr","OF","-","R/R",0,0,0,1,0,3,0,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,6,0.5,596984,2025,0.5,0.5,0.166666666666667,0,0.5,2,1.16666666666667
"1825","Hits-AB with runners ob","Josh Warming","Fr","OF","-","R/R",0,0,0,4.2,0,6,0,0,4,2,0,23,18,1,0,0,0,0,1,0,0,0,0,0,NA,4,6,0,0,0,1,0,18,0.333333333333333,596984,2025,0.6,0.4,0.0869565217391304,0.173913043478261,0.478260869565217,5,0.867149758454106
"1826","Hits-AB vs lhb","Josh Warming","Fr","OF","-","R/R",0,0,0,1.2,0,3,0,0,2,2,0,11,8,1,0,0,0,0,1,0,0,0,0,0,NA,1,2,0,0,0,1,0,8,0.375,596984,2025,0.666666666666667,0.333333333333333,0.181818181818182,0.181818181818182,0.545454545454545,2,1.04545454545455
"1827","Hits-AB w2outs","Josh Warming","Fr","OF","-","R/R",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,596984,2025,NA,NA,NA,NA,NA,0,NA
